kind,etag,id,snippet.hl,snippet.name,param_part,param_hl,param_maxResults,param_pageToken,queryTime
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",af,af,Afrikaans,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",az,az,Aserbaidschanisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",id,id,Indonesisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ms,ms,Malaiisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",bs,bs,Bosnisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ca,ca,Katalanisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",cs,cs,Tschechisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",da,da,Dänisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",de,de,Deutsch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",et,et,Estnisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",en-GB,en-GB,Englisch (Vereinigtes Königreich),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",en,en,Englisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",es,es,Spanisch (Spanien),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",es-419,es-419,Spanisch (Lateinamerika),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",es-US,es-US,Spanisch (Vereinigte Staaten),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",eu,eu,Baskisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",fil,fil,Filipino,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",fr,fr,Französisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",fr-CA,fr-CA,Französisch (Kanada),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",gl,gl,Galicisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",hr,hr,Kroatisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",zu,zu,Zulu,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",is,is,Isländisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",it,it,Italienisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",sw,sw,Suaheli,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",lv,lv,Lettisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",lt,lt,Litauisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",hu,hu,Ungarisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",nl,nl,Niederländisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",no,no,Norwegisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",uz,uz,Usbekisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",pl,pl,Polnisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",pt-PT,pt-PT,Portugiesisch (Portugal),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",pt,pt,Portugiesisch (Brasilien),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ro,ro,Rumänisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",sq,sq,Albanisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",sk,sk,Slowakisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",sl,sl,Slowenisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",sr-Latn,sr-Latn,Serbisch (Lateinisch),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",fi,fi,Finnisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",sv,sv,Schwedisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",vi,vi,Vietnamesisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",tr,tr,Türkisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",be,be,Weißrussisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",bg,bg,Bulgarisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ky,ky,Kirgisisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",kk,kk,Kasachisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",mk,mk,Mazedonisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",mn,mn,Mongolisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ru,ru,Russisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",sr,sr,Serbisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",uk,uk,Ukrainisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",el,el,Griechisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",hy,hy,Armenisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",iw,iw,Hebräisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ur,ur,Urdu,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ar,ar,Arabisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",fa,fa,Persisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ne,ne,Nepalesisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",mr,mr,Marathi,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",hi,hi,Hindi,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",bn,bn,Bengalisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",pa,pa,Punjabi,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",gu,gu,Gujarati,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ta,ta,Tamil,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",te,te,Telugu,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",kn,kn,Kannada,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ml,ml,Malayalam,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",si,si,Singhalesisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",th,th,Thailändisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",lo,lo,Laotisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",my,my,Birmanisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ka,ka,Georgisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",am,am,Amharisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",km,km,Khmer,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",zh-CN,zh-CN,Chinesisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",zh-TW,zh-TW,Chinesisch (Taiwan),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",zh-HK,zh-HK,Chinesisch (Hongkong),snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ja,ja,Japanisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
youtube#i18nLanguageListResponse,"""Fznwjl6JEQdo1MGvHOGaz_YanRU/zuWa2crrywf-KD6jKMOl_0q9AeQ""",ko,ko,Koreanisch,snippet,de,,,2020-02-03 00:29:05.027596+00:00
